PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_SLUG,TEAM_CODE,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
1641771,"Slawson, Jalen",Jalen Slawson,1,2023,2023,jalen_slawson,jalen_slawson,1610612758,Sacramento,Kings,SAC,kings,kings,Y,11
1630606,"Smart, Javonte",Javonte Smart,0,2021,2023,javonte_smart,javonte_smart,0,,,,,,Y,11
202397,"Smith, Ish",Ish Smith,0,2010,2023,ish_smith,ish_smith,0,,,,,,Y,01
1631173,"Smith, Terquavion",Terquavion Smith,1,2023,2023,terquavion_smith,terquavion_smith,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,11
1628372,"Smith Jr., Dennis",Dennis Smith Jr.,1,2017,2023,dennis_smith_jr,dennis_smith_jr,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00
1641733,"Smith Jr., Nick",Nick Smith Jr.,1,2023,2024,nick_smith_jr,nick_smith_jr,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
1630205,"Stevens, Lamar",Lamar Stevens,1,2020,2023,lamar_stevens,lamar_stevens,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
1629622,"Strus, Max",Max Strus,1,2019,2024,max_strus,max_strus,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01
1631306,"Swider, Cole",Cole Swider,1,2022,2024,cole_swider,cole_swider,1610612748,Miami,Heat,MIA,heat,heat,Y,11
1630678,"Taylor, Terry",Terry Taylor,0,2021,2023,terry_taylor,terry_taylor,0,,,,,,Y,01
202738,"Thomas, Isaiah",Isaiah Thomas,1,2011,2023,isaiah_thomas,isaiah_thomas,1610612756,Phoenix,Suns,PHX,suns,suns,Y,11
1641709,"Thompson, Ausar",Ausar Thompson,1,2023,2024,ausar_thompson,ausar_thompson,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
1630550,"Thor, JT",JT Thor,1,2021,2024,jt_thor,jt_thor,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01
1629680,"Thybulle, Matisse",Matisse Thybulle,1,2019,2024,matisse_thybulle,matisse_thybulle,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00
1629308,"Toscano-Anderson, Juan",Juan Toscano-Anderson,0,2019,2023,juan_toscano-anderson,juan_toscano-anderson,0,,,,,,Y,11
1631131,"Tshiebwe, Oscar",Oscar Tshiebwe,1,2023,2024,oscar_tshiebwe,oscar_tshiebwe,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
200782,"Tucker, P.J.",P.J. Tucker,1,2006,2024,pj_tucker,pj_tucker,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
1630649,"Umude, Stanley",Stanley Umude,1,2022,2024,stanley_umude,stanley_umude,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,11
1629020,"Vanderbilt, Jarred",Jarred Vanderbilt,1,2018,2024,jarred_vanderbilt,jarred_vanderbilt,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01
1630170,"Vassell, Devin",Devin Vassell,1,2020,2024,devin_vassell,devin_vassell,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,00
1628426,"Vezenkov, Sasha",Sasha Vezenkov,1,2023,2023,sasha_vezenkov,sasha_vezenkov,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1641774,"Vukcevic, Tristan",Tristan Vukcevic,1,2023,2024,tristan_vukcevic,tristan_vukcevic,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
1630688,"Wainright, Ish",Ish Wainright,1,2021,2023,ish_wainright,ish_wainright,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1629022,"Walker IV, Lonnie",Lonnie Walker IV,1,2018,2023,lonnie_walker,lonnie_walker_iv,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01
203933,"Warren, T.J.",T.J. Warren,1,2014,2023,tj_warren,tj_warren,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
1630613,"Washington Jr., Duane",Duane Washington Jr.,1,2021,2023,duane_washington_jr,duane_washington_jr,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
1631102,"Washington Jr., TyTy",TyTy Washington Jr.,1,2022,2024,tyty_washington,tyty_washington_jr,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,11
1629139,"Watanabe, Yuta",Yuta Watanabe,1,2018,2023,yuta_watanabe,yuta_watanabe,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
1630570,"Watford, Trendon",Trendon Watford,1,2021,2024,trendon_watford,trendon_watford,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00
1631298,"White, Jack",Jack White,0,2022,2023,jack_white,jack_white,0,,,,,,Y,11
1629623,"Wigginton, Lindell",Lindell Wigginton,0,2021,2023,lindell_wigginton,lindell_wigginton,0,,,,,,Y,01
1631214,"Williams, Alondes",Alondes Williams,1,2022,2024,alondes_williams,alondes_williams,1610612748,Miami,Heat,MIA,heat,heat,Y,11
1631119,"Williams, Jaylin",Jaylin Williams,1,2022,2024,jaylin_williams,jaylin_williams,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
1629026,"Williams, Kenrich",Kenrich Williams,1,2018,2024,kenrich_williams,kenrich_williams,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
1642013,"Williams, Malik",Malik Williams,1,2023,2023,malik_williams,malik_williams,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
1631109,"Williams, Mark",Mark Williams,1,2022,2024,mark_williams,mark_williams,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
1629057,"Williams III, Robert",Robert Williams III,1,2018,2024,robert_williams,robert_williams_iii,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01
1631246,"Williams Jr., Vince",Vince Williams Jr.,1,2022,2024,vince_williams_jr,vince_williams_jr,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
1628391,"Wilson, D.J.",D.J. Wilson,0,2017,2023,d.j._wilson,dj_wilson,0,,,,,,Y,11
1629685,"Windler, Dylan",Dylan Windler,1,2019,2023,dylan_windler,dylan_windler,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
1631209,"Wong, Isaiah",Isaiah Wong,1,2023,2023,isaiah_wong,isaiah_wong,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
1626174,"Wood, Christian",Christian Wood,1,2015,2024,christian_wood,christian_wood,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01
201152,"Young, Thaddeus",Thaddeus Young,1,2007,2023,thaddeus_young,thaddeus_young,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1630209,"Yurtseven, Omer",Omer Yurtseven,1,2020,2023,omer_yurtseven,omer_yurtseven,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
203469,"Zeller, Cody",Cody Zeller,1,2013,2024,cody_zeller,cody_zeller,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
